genes,reaction,Phase
ACADS,FAOXC183803m,G2
ACADS,FAOXC183806m,G2
ACADS,FAOXC18480m,G2
ACADS,FAOXC200180m,G2
ACADS,FAOXC2031836m,G2
ACADS,FAOXC204,G2
ACADS,FAOXC204184m,G2
ACADS,FAOXC2051843m,G2
ACADS,FAOXC2242046m,G2
ACADS,FAOXC2251836m,G2
ACADS,FAOXC2252053m,G2
ACADS,FAOXC226,G2
ACADS,FAOXC226205m,G2
ACADS,FAOXC80,G2
ACADS,PPCOAOm,G2
ACADSB,ACOAD10m,G2
ACADSB,ACOAD1fm,G2
ACADSB,PPCOAOm,G2
ACAT2,ACACT1,G2
ACAT2,ACACT1r,G2
ACAT2,ACACT1x,G2
ACLY,ACITL,G2
ACO1,ACONT,G2
ACO2,ACONTm,G2
ACOT12,ACOAHi,G2
ACOT2,PTE2x,G2
ACOT2,PTE3x,G2
ACOT2,PTE4x,G2
ACOT2,PTE5x,G2
ACOX2,ACOX22x,G2
ACOX2,ACOX2x,G2
ACOX3,PEROXx,G2
ACP2,3NTD7l,G2
ACP2,LAPCOAl,G2
ACP2,NTD2l,G2
ACP2,NTD3l,G2
ACP2,NTD4l,G2
ACP2,NTD5l,G2
ACP2,NTD6l,G2
ACP2,NTD7l,G2
ACP2,NTD8l,G2
ACP2,NTD9l,G2
ACSL1,FACOAL150,G2
ACSL1,FACOAL160i,G2
ACSL1,FACOAL161,G2
ACSL1,FACOAL170,G2
ACSL1,FACOAL180i,G2
ACSL1,FACOAL1812,G2
ACSL1,FACOAL1813,G2
ACSL1,FACOAL181i,G2
ACSL1,FACOAL1821,G2
ACSL1,FACOAL1822,G2
ACSL1,FACOAL1831,G2
ACSL1,FACOAL1832,G2
ACSL1,FACOAL184,G2
ACSL1,FACOAL200,G2
ACSL1,FACOAL203,G2
ACSL1,FACOAL204,G2
ACSL1,FACOAL2042,G2
ACSL1,FACOAL204i,G2
ACSL1,FACOAL205,G2
ACSL1,FACOAL224,G2
ACSL1,FACOAL2251,G2
ACSL1,FACOAL2252,G2
ACSL1,FACOAL226,G2
ACSL1,FACOAL240,G2
ACSL1,FACOAL241,G2
ACSL1,FACOAL244_1,G2
ACSL1,FACOAL245_1,G2
ACSL1,FACOAL245_2,G2
ACSL1,FACOAL246_1,G2
ACSL1,FACOAL260,G2
ACSL5,FACOAL160i,G2
ACSL5,FACOAL180i,G2
ACSM1,FACOAL40im,G2
ACSS1,ACCOALm,G2
ACSS1,ACSm,G2
ACY1,ACODA,G2
ACY3,NACASPAH,G2
ACYP2,ACYP,G2
ADA,ADA,G2
ADA,ADAe,G2
ADA,DADA,G2
ADA,DADAe,G2
ADC,ARGDCm,G2
ADCY1,ADNCYC,G2
ADCY10,ADNCYC,G2
ADCY2,ADNCYC,G2
ADCY3,ADNCYC,G2
ADCY4,ADNCYC,G2
ADCY5,ADNCYC,G2
ADCY7,ADNCYC,G2
ADCY8,ADNCYC,G2
ADCY9,ADNCYC,G2
ADH1A,34DHOXPEGOX,G2
ADH1A,ALCD1,G2
ADH1A,ALCD21_D,G2
ADH1A,ALCD21_L,G2
ADH1A,ALCD22_D,G2
ADH1A,ALCD22_L,G2
ADH1A,ALCD2if,G2
ADH1B,34DHOXPEGOX,G2
ADH1B,ALCD1,G2
ADH1B,ALCD21_D,G2
ADH1B,ALCD21_L,G2
ADH1B,ALCD22_D,G2
ADH1B,ALCD22_L,G2
ADH1B,ALCD2if,G2
ADH1C,34DHOXPEGOX,G2
ADH1C,ALCD1,G2
ADH1C,ALCD21_D,G2
ADH1C,ALCD21_L,G2
ADH1C,ALCD22_D,G2
ADH1C,ALCD22_L,G2
ADH1C,ALCD2if,G2
ADH4,34DHOXPEGOX,G2
ADH4,ALCD1,G2
ADH4,ALCD21_D,G2
ADH4,ALCD21_L,G2
ADH4,ALCD22_D,G2
ADH4,ALCD22_L,G2
ADH4,ALCD2if,G2
ADH5,34DHOXPEGOX,G2
ADH5,ALCD1,G2
ADH5,ALCD21_D,G2
ADH5,ALCD21_L,G2
ADH5,ALCD22_D,G2
ADH5,ALCD22_L,G2
ADH5,ALCD2if,G2
ADH5,FALDH,G2
ADH5,LALDO,G2
ADH6,34DHOXPEGOX,G2
ADH6,ALCD1,G2
ADH6,ALCD21_D,G2
ADH6,ALCD21_L,G2
ADH6,ALCD22_D,G2
ADH6,ALCD22_L,G2
ADH6,ALCD2if,G2
ADH7,34DHOXPEGOX,G2
ADH7,ALCD1,G2
ADH7,ALCD21_D,G2
ADH7,ALCD21_L,G2
ADH7,ALCD22_D,G2
ADH7,ALCD22_L,G2
ADH7,ALCD2if,G2
ADHFE1,34DHOXPEGOX,G2
ADHFE1,ALCD1,G2
ADHFE1,ALCD21_D,G2
ADHFE1,ALCD21_L,G2
ADHFE1,ALCD22_D,G2
ADHFE1,ALCD22_L,G2
ADHFE1,ALCD2if,G2
ADSS,ADSS,G2
AGA,GASNASE2ly,G2
AGA,GASNASE3ly,G2
AGA,GASNASEly,G2
AGMAT,AGMTm,G2
AGPAT1,AGPAT1,G2
AGPAT2,AGPAT1,G2
AGPAT4,AGPAT1,G2
AGPAT5,AGPAT1,G2
AGPAT6,AGPAT1,G2
AGPS,AGPSx,G2
AGXT,AGTix,G2
AGXT,SPTix,G2
AGXT2,AGTim,G2
AGXT2L1,AGTim,G2
AHCY,AHC,G2
AHCY,SEAHCYSHYD,G2
AHCYL2,SEAHCYSHYD,G2
AICDA,CYTD,G2
AICDA,CYTDn,G2
AICDA,DCYTD,G2
AICDA,DCYTDn,G2
AK1,ADK1,G2
AK3,ADK3m,G2
AK7,ADK1,G2
AKR1B1,ALR,G2
AKR1B1,ALR2,G2
AKR1B1,ALR3,G2
AKR1B1,ARABR,G2
AKR1B1,GALOR,G2
AKR1B1,LALDO2,G2
AKR1B1,PPDOy,G2
AKR1B1,SBTR,G2
AKR1C1,AKR1C1,G2
AKR1C4,AKR1C41,G2
AKR1C4,AKR1C42,G2
AKR1C4,HSD3A1r,G2
AKR1C4,HSD3A2r,G2
AKR1D1,AKR1D,G2
AKR1D1,AKR1D2,G2
AKR7A2,ALR2,G2
AKR7A2,ALR3,G2
AKR7A2,ARABR,G2
AKR7A2,LALDO2,G2
AKR7A2,LALDO2x,G2
AKR7A2,PPDOx,G2
AKR7A2,PPDOy,G2
AKR7A2,SBTR,G2
ALAS2,ALASm,G2
ALDH18A1,AGPRim,G2
ALDH18A1,G5SDym,G2
ALDH18A1,GCALDDm,G2
ALDH18A1,GLU5Km,G2
ALDH18A1,LCADi_Dm,G2
ALDH18A1,LCADim,G2
ALDH1A1,5HOXINDACTOX,G2
ALDH1A1,ALDD20x,G2
ALDH1A1,ALDD2x,G2
ALDH1A1,BAMPPALDOX,G2
ALDH1A1,GCALDD,G2
ALDH1A1,GLACO,G2
ALDH1A1,IMACTD,G2
ALDH1A1,LCADi,G2
ALDH1A1,LCADi_D,G2
ALDH1A1,NABTNO,G2
ALDH1A1,PYLALDOX,G2
ALDH1A3,34DHPLACOX,G2
ALDH1A3,34DHXMANDACOX,G2
ALDH1A3,3M4HDXPAC,G2
ALDH1A3,3MOX4HOXPGALDOX,G2
ALDH1A3,3MOX4HOXPGALDOX(NADP),G2
ALDH1A3,4HOXPACDOX(NADP),G2
ALDH1A3,ALDD19x,G2
ALDH1A3,ALDD19x(P),G2
ALDH1A3,ALDD2x,G2
ALDH1A3,GCALDD,G2
ALDH1A3,GLACO,G2
ALDH1A3,LCADi,G2
ALDH1A3,LCADi_D,G2
ALDH1A3,MACOXO,G2
ALDH1B1,5HOXINDACTOXm,G2
ALDH1B1,ALDD20xm,G2
ALDH1B1,ALDD2xm,G2
ALDH1B1,BAMPPALDOXm,G2
ALDH1B1,GCALDDm,G2
ALDH1B1,GLACOm,G2
ALDH1B1,IMACTD_m,G2
ALDH1B1,LCADi_Dm,G2
ALDH1B1,LCADim,G2
ALDH1B1,NABTNOm,G2
ALDH1B1,PYLALDOXm,G2
ALDH1L1,FDH,G2
ALDH1L1,FTHFDH,G2
ALDH2,5HOXINDACTOXm,G2
ALDH2,ALDD20xm,G2
ALDH2,ALDD2xm,G2
ALDH2,BAMPPALDOXm,G2
ALDH2,GCALDDm,G2
ALDH2,GLACOm,G2
ALDH2,IMACTD_m,G2
ALDH2,LCADi_Dm,G2
ALDH2,LCADim,G2
ALDH2,NABTNOm,G2
ALDH2,PYLALDOXm,G2
ALDH3A1,34DHPLACOX,G2
ALDH3A1,34DHPLACOX(NADP),G2
ALDH3A1,34DHXMANDACOX,G2
ALDH3A1,3M4HDXPAC,G2
ALDH3A1,3MOX4HOXPGALDOX,G2
ALDH3A1,3MOX4HOXPGALDOX(NADP),G2
ALDH3A1,4HOXPACDOX(NADP),G2
ALDH3A1,ALDD19x,G2
ALDH3A1,ALDD19x(P),G2
ALDH3A1,ALDD2x,G2
ALDH3A1,ALDD2y,G2
ALDH3A1,GCALDD,G2
ALDH3A1,GLACO,G2
ALDH3A1,LCADi,G2
ALDH3A1,LCADi_D,G2
ALDH3A1,MACOXO,G2
ALDH3A2,5HOXINDACTOX,G2
ALDH3A2,ALDD20x,G2
ALDH3A2,ALDD21,G2
ALDH3A2,ALDD2x,G2
ALDH3A2,ALDD2y,G2
ALDH3A2,BAMPPALDOX,G2
ALDH3A2,GCALDD,G2
ALDH3A2,GLACO,G2
ALDH3A2,IMACTD,G2
ALDH3A2,LCADi,G2
ALDH3A2,LCADi_D,G2
ALDH3A2,NABTNO,G2
ALDH3A2,PYLALDOX,G2
ALDH3B1,34DHPLACOX,G2
ALDH3B1,34DHPLACOX(NADP),G2
ALDH3B1,34DHXMANDACOX,G2
ALDH3B1,34DHXMANDACOX(NADP),G2
ALDH3B1,3M4HDXPAC,G2
ALDH3B1,3MOX4HOXPGALDOX,G2
ALDH3B1,3MOX4HOXPGALDOX(NADP),G2
ALDH3B1,4HOXPACDOX(NADP),G2
ALDH3B1,ALDD19x,G2
ALDH3B1,ALDD19x(P),G2
ALDH3B1,ALDD2x,G2
ALDH3B1,ALDD2y,G2
ALDH3B1,GCALDD,G2
ALDH3B1,GLACO,G2
ALDH3B1,LCADi,G2
ALDH3B1,LCADi_D,G2
ALDH3B1,MACOXO,G2
ALDH3B2,34DHPLACOX,G2
ALDH3B2,34DHPLACOX(NADP),G2
ALDH3B2,34DHXMANDACOX(NADP),G2
ALDH3B2,3M4HDXPAC,G2
ALDH3B2,3MOX4HOXPGALDOX,G2
ALDH3B2,3MOX4HOXPGALDOX(NADP),G2
ALDH3B2,4HOXPACDOX(NADP),G2
ALDH3B2,ALDD19x,G2
ALDH3B2,ALDD19x(P),G2
ALDH3B2,ALDD2x,G2
ALDH3B2,ALDD2y,G2
ALDH3B2,GCALDD,G2
ALDH3B2,GLACO,G2
ALDH3B2,LCADi,G2
ALDH3B2,LCADi_D,G2
ALDH3B2,MACOXO,G2
ALDH6A1,GCALDDm,G2
ALDH6A1,LCADi_Dm,G2
ALDH6A1,LCADim,G2
ALDH6A1,MMSAD1m,G2
ALDH6A1,MMSAD3m,G2
ALDH7A1,5HOXINDACTOX,G2
ALDH7A1,ALDD20x,G2
ALDH7A1,ALDD2x,G2
ALDH7A1,BAMPPALDOX,G2
ALDH7A1,GCALDD,G2
ALDH7A1,IMACTD,G2
ALDH7A1,LCADi,G2
ALDH7A1,LCADi_D,G2
ALDH7A1,NABTNO,G2
ALDH7A1,PYLALDOX,G2
ALDH9A1,5HOXINDACTOX,G2
ALDH9A1,ABUTD,G2
ALDH9A1,ALDD20x,G2
ALDH9A1,ALDD2x,G2
ALDH9A1,ALDD2y,G2
ALDH9A1,BAMPPALDOX,G2
ALDH9A1,BETALDHx,G2
ALDH9A1,GCALDD,G2
ALDH9A1,GLACO,G2
ALDH9A1,IMACTD,G2
ALDH9A1,LCADi,G2
ALDH9A1,LCADi_D,G2
ALDH9A1,NABTNO,G2
ALDH9A1,PYLALDOX,G2
ALDH9A1,TMABADH,G2
ALDOB,FBA,G2
ALDOB,FBA2,G2
ALDOB,FBA4,G2
ALDOB,FBA5,G2
ALDOC,FBA,G2
ALDOC,FBA2,G2
ALDOC,FBA4,G2
ALG1,BDMT_L,G2
ALG1,BDMT_U,G2
ALG10,DOLPGT3_Ler,G2
ALG10,DOLPGT3_Uer,G2
ALG12,DOLPMT3_Ler,G2
ALG12,DOLPMT3_Uer,G2
ALG5,UDPDOLPT_L,G2
ALG5,UDPDOLPT_U,G2
ALG6,DOLPGT1_Ler,G2
ALG6,DOLPGT1_Uer,G2
ALOX12,ALOX12,G2
ALOX12B,ALOX12R,G2
ALOX15,ALOX15,G2
ALOX15B,ALOX15,G2
ALOX5,ALOX5,G2
ALOX5,ALOX52,G2
ALPI,ALKP,G2
ALPL,ALKP,G2
ALPP,ALKP,G2
ALPPL2,ALKP,G2
AMD1,ADMDC,G2
AMDHD2,AGDC,G2
AMPD1,AMPDA,G2
AMPD3,AMPDA,G2
AMT,GCC2am,G2
AMT,GCC2bim,G2
AMT,GCC2cm,G2
AMT,GCCam,G2
AMT,GCCbim,G2
AMT,GCCcm,G2
AMY2A,AMY1e,G2
AMY2A,AMY2e,G2
AMY2B,AMY1e,G2
AMY2B,AMY2e,G2
ANPEP,AMPTASECG,G2
ANPEP,AMPTASECGe,G2
AOC3,13DAMPPOX,G2
AOC3,42A12BOOX,G2
AOC3,AACTOOR,G2
AOC3,MAOX,G2
AOC3,MHISOR,G2
AOC3,NMPTRCOX,G2
AOC3,PTRCOX1,G2
AOX1,5HOXINDACTO2OX,G2
AOX1,PYDXDH,G2
APRT,ADPT,G2
AQP9,L_LACtcm,G2
AQP9,UREAtm,G2
ARG1,ARGN,G2
ARG2,ARGNm,G2
ARSA,ARSA,G2
ASL,ARGSL,G2
ASPA,NACASPAH,G2
ASRGL1,ASNNm,G2
ATHL1,TREH,G2
ATIC,AICART,G2
ATIC,IMPC,G2
ATP10A,PCFLOPm,G2
ATP10A,PEFLIP,G2
ATP10A,PEFLIPm,G2
ATP10A,PSFLIP,G2
ATP10A,PSFLIPm,G2
ATP1A1,NaKt,G2
ATP1A2,NaKt,G2
ATP1A3,NaKt,G2
ATP1A4,NaKt,G2
ATP1B1,NaKt,G2
ATP1B2,NaKt,G2
ATP1B3,NaKt,G2
ATP1B4,NaKt,G2
ATP2B1,CAATPS,G2
ATP2B2,CAATPS,G2
ATP2B3,CAATPS,G2
ATP2B4,CAATPS,G2
ATP4A,HKt,G2
ATP4B,HKt,G2
ATP5B,ATPS4m,G2
ATP5I,ATPS4m,G2
ATP5L,ATPS4m,G2
ATP6V0A1,ATPasel,G2
ATP6V0A2,ATPasel,G2
ATP6V0B,ATPasel,G2
ATP6V0C,ATPasel,G2
ATP6V0D1,ATPasel,G2
ATP6V0D2,ATPasel,G2
ATP6V1A,ATPasel,G2
ATP6V1B1,ATPasel,G2
ATP6V1B2,ATPasel,G2
ATP6V1C2,ATPasel,G2
ATP6V1D,ATPasel,G2
ATP6V1E1,ATPasel,G2
ATP6V1E2,ATPasel,G2
ATP6V1F,ATPasel,G2
ATP6V1G1,ATPasel,G2
ATP8A1,PEFLIP,G2
ATP8A1,PEFLIPm,G2
ATP8A1,PSFLIP,G2
ATP8A1,PSFLIPm,G2
AUH,C2M26DCOAHLm,G2
AUH,ECOAH1m,G2
AUH,T2M26DCOAHLm,G2
B3GALT4,B3GALT41g,G2
B3GALT4,B3GALT42g,G2
B3GALT4,B3GALT43g,G2
B3GALT4,B3GALT44g,G2
B3GALT6,GALT2g,G2
B3GAT2,GLCATg,G2
B3GNT1,AG13T10g,G2
B3GNT1,AG13T11g,G2
B3GNT1,AG13T12g,G2
B3GNT1,AG13T13g,G2
B3GNT1,AG13T14g,G2
B3GNT1,AG13T15g,G2
B3GNT1,AG13T16g,G2
B3GNT1,AG13T17g,G2
B3GNT1,AG13T18g,G2
B3GNT1,AG13T1g,G2
B3GNT1,AG13T2g,G2
B3GNT1,AG13T3g,G2
B3GNT1,AG13T4g,G2
B3GNT1,AG13T5g,G2
B3GNT1,AG13T6g,G2
B3GNT1,AG13T7g,G2
B3GNT1,AG13T8g,G2
B3GNT1,AG13T9g,G2
B3GNT3,AG13T10g,G2
B3GNT3,AG13T11g,G2
B3GNT3,AG13T12g,G2
B3GNT3,AG13T13g,G2
B3GNT3,AG13T14g,G2
B3GNT3,AG13T15g,G2
B3GNT3,AG13T16g,G2
B3GNT3,AG13T17g,G2
B3GNT3,AG13T18g,G2
B3GNT3,AG13T1g,G2
B3GNT3,AG13T2g,G2
B3GNT3,AG13T3g,G2
B3GNT3,AG13T4g,G2
B3GNT3,AG13T5g,G2
B3GNT3,AG13T6g,G2
B3GNT3,AG13T7g,G2
B3GNT3,AG13T8g,G2
B3GNT3,AG13T9g,G2
B3GNT3,B3GNT310g,G2
B3GNT3,B3GNT311g,G2
B3GNT3,B3GNT312g,G2
B3GNT3,B3GNT313g,G2
B3GNT3,B3GNT314g,G2
B3GNT3,B3GNT315g,G2
B3GNT3,B3GNT31g,G2
B3GNT3,B3GNT32g,G2
B3GNT3,B3GNT33g,G2
B3GNT3,B3GNT34g,G2
B3GNT3,B3GNT35g,G2
B3GNT3,B3GNT36g,G2
B3GNT3,B3GNT37g,G2
B3GNT3,B3GNT38g,G2
B3GNT3,B3GNT39g,G2
B3GNT4,AG13T10g,G2
B3GNT4,AG13T11g,G2
B3GNT4,AG13T12g,G2
B3GNT4,AG13T13g,G2
B3GNT4,AG13T14g,G2
B3GNT4,AG13T15g,G2
B3GNT4,AG13T16g,G2
B3GNT4,AG13T17g,G2
B3GNT4,AG13T18g,G2
B3GNT4,AG13T1g,G2
B3GNT4,AG13T2g,G2
B3GNT4,AG13T3g,G2
B3GNT4,AG13T4g,G2
B3GNT4,AG13T5g,G2
B3GNT4,AG13T6g,G2
B3GNT4,AG13T7g,G2
B3GNT4,AG13T8g,G2
B3GNT4,AG13T9g,G2
B3GNT5,B3GNT51g,G2
B3GNT6,CORE3GTg,G2
B3GNT7,AG13T10g,G2
B3GNT7,AG13T11g,G2
B3GNT7,AG13T12g,G2
B3GNT7,AG13T13g,G2
B3GNT7,AG13T14g,G2
B3GNT7,AG13T15g,G2
B3GNT7,AG13T16g,G2
B3GNT7,AG13T17g,G2
B3GNT7,AG13T18g,G2
B3GNT7,AG13T1g,G2
B3GNT7,AG13T2g,G2
B3GNT7,AG13T3g,G2
B3GNT7,AG13T4g,G2
B3GNT7,AG13T5g,G2
B3GNT7,AG13T6g,G2
B3GNT7,AG13T7g,G2
B3GNT7,AG13T8g,G2
B3GNT7,AG13T9g,G2
B4GALNT1,GALGT1,G2
B4GALNT1,GALGT2,G2
B4GALNT1,GALGT3,G2
B4GALNT1,GALGT4,G2
B4GALT1,G14T10g,G2
B4GALT1,G14T11g,G2
B4GALT1,G14T12g,G2
B4GALT1,G14T13g,G2
B4GALT1,G14T14g,G2
B4GALT1,G14T15g,G2
B4GALT1,G14T16g,G2
B4GALT1,G14T17g,G2
B4GALT1,G14T18g,G2
B4GALT1,G14T19g,G2
B4GALT1,G14T20g,G2
B4GALT1,G14T21g,G2
B4GALT1,G14T2g,G2
B4GALT1,G14T3g,G2
B4GALT1,G14T4g,G2
B4GALT1,G14T5g,G2
B4GALT1,G14T6g,G2
B4GALT1,G14T7g,G2
B4GALT1,G14T8g,G2
B4GALT1,G14T9g,G2
B4GALT1,G14Tg,G2
B4GALT1,UGALGTg,G2
B4GALT3,G14T10g,G2
B4GALT3,G14T11g,G2
B4GALT3,G14T12g,G2
B4GALT3,G14T13g,G2
B4GALT3,G14T14g,G2
B4GALT3,G14T15g,G2
B4GALT3,G14T16g,G2
B4GALT3,G14T17g,G2
B4GALT3,G14T18g,G2
B4GALT3,G14T19g,G2
B4GALT3,G14T20g,G2
B4GALT3,G14T21g,G2
B4GALT3,G14T2g,G2
B4GALT3,G14T3g,G2
B4GALT3,G14T4g,G2
B4GALT3,G14T5g,G2
B4GALT3,G14T6g,G2
B4GALT3,G14T7g,G2
B4GALT3,G14T8g,G2
B4GALT3,G14T9g,G2
B4GALT3,G14Tg,G2
B4GALT5,G14T10g,G2
B4GALT5,G14T11g,G2
B4GALT5,G14T12g,G2
B4GALT5,G14T13g,G2
B4GALT5,G14T14g,G2
B4GALT5,G14T15g,G2
B4GALT5,G14T16g,G2
B4GALT5,G14T17g,G2
B4GALT5,G14T18g,G2
B4GALT5,G14T19g,G2
B4GALT5,G14T20g,G2
B4GALT5,G14T21g,G2
B4GALT5,G14T2g,G2
B4GALT5,G14T3g,G2
B4GALT5,G14T4g,G2
B4GALT5,G14T5g,G2
B4GALT5,G14T6g,G2
B4GALT5,G14T7g,G2
B4GALT5,G14T8g,G2
B4GALT5,G14T9g,G2
B4GALT5,G14Tg,G2
BAAT,BAAT1x,G2
BAAT,BAAT2x,G2
BAAT,BAAT3x,G2
BAAT,BAAT4x,G2
BAAT,BAAT5x,G2
BBOX1,BBHOX,G2
BCAT1,ILETA,G2
BCAT1,LEUTA,G2
BCAT1,VALTA,G2
BCAT2,ILETAm,G2
BCAT2,LEUTAm,G2
BCAT2,VALTAm,G2
BCMO1,BCDO,G2
BHMT,BHMT,G2
BHMT2,BHMT,G2
BLVRA,BILIRED,G2
BLVRB,BILIRED,G2
BPNT1,BPNT,G2
BPNT1,BPNT2,G2
BTD,BTND1,G2
BTD,BTND1n,G2
BTD,BTNDe,G2
BTD,BTNDm,G2
C1GALT1,N3Tg,G2
C9orf95,RNMK,G2
CA1,H2CO3D,G2
CA13,H2CO3D,G2
CA14,H2CO3D,G2
CA2,H2CO3D,G2
CA3,H2CO3D,G2
CA4,H2CO3D,G2
CA5A,H2CO3Dm,G2
CA9,H2CO3D,G2
CAD,ASPCTr,G2
CAD,CBPS,G2
CANT1,NDP10ex,G2
CANT1,NDP3ex,G2
CANT1,NDP7ex,G2
CANT1,NDP8ex,G2
CANT1,NTP3e,G2
CAT,CATm,G2
CAT,CATp,G2
CBR1,CBR1,G2
CBR1,CBR2,G2
CBS,CYSTS,G2
CBS,SELCYSTS,G2
CCBL1,3HKYNAKGAT,G2
CCBL1,KYNAKGAT,G2
CD38,ADPRIBt,G2
CD38,NADNe,G2
CD38,NADPNe,G2
CDA,CYTD,G2
CDA,DCYTD,G2
CDO1,CYSO,G2
CDS1,CDS,G2
CDS2,CDSm,G2
CEPT1,CEPTC,G2
CEPT1,CEPTE,G2
CES2,COKECBESr,G2
CHDH,CHOLD2m,G2
CHIT1,CHTNASE,G2
CHPF,GALNACT2g,G2
CHPF,GALNACT3g,G2
CHPF,GALNACT4g,G2
CHPF,GALNACT5g,G2
CHPF,GLCAT2g,G2
CHPF,GLCAT3g,G2
CHPF,GLCAT4g,G2
CHPF,GLCAT5g,G2
CHPF2,GLCAT2g,G2
CHPF2,GLCAT3g,G2
CHPF2,GLCAT4g,G2
CHPF2,GLCAT5g,G2
CHPT1,CEPTC,G2
CHST1,S6T15g,G2
CHST1,S6T18g,G2
CHST1,S6T3g,G2
CHST11,S4T1g,G2
CHST11,S4T2g,G2
CHST11,S4T3g,G2
CHST11,S4T6g,G2
CHST12,S4T1g,G2
CHST12,S4T2g,G2
CHST12,S4T3g,G2
CHST12,S4T6g,G2
CHST13,S4T1g,G2
CHST13,S4T2g,G2
CHST13,S4T3g,G2
CHST13,S4T6g,G2
CHST14,S4T1g,G2
CHST14,S4T2g,G2
CHST14,S4T3g,G2
CHST14,S4T6g,G2
CHST2,S6T10g,G2
CHST2,S6T11g,G2
CHST2,S6T12g,G2
CHST2,S6T13g,G2
CHST2,S6T14g,G2
CHST2,S6T16g,G2
CHST2,S6T17g,G2
CHST2,S6T1g,G2
CHST2,S6T2g,G2
CHST2,S6T4g,G2
CHST2,S6T5g,G2
CHST2,S6T6g,G2
CHST2,S6T7g,G2
CHST2,S6T8g,G2
CHST2,S6T9g,G2
CHST3,S6T15g,G2
CHST3,S6T18g,G2
CHST3,S6T19g,G2
CHST3,S6T20g,G2
CHST3,S6T21g,G2
CHST3,S6T24g,G2
CHST3,S6T3g,G2
CHST4,S6T10g,G2
CHST4,S6T11g,G2
CHST4,S6T12g,G2
CHST4,S6T13g,G2
CHST4,S6T14g,G2
CHST4,S6T16g,G2
CHST4,S6T17g,G2
CHST4,S6T1g,G2
CHST4,S6T2g,G2
CHST4,S6T4g,G2
CHST4,S6T5g,G2
CHST4,S6T6g,G2
CHST4,S6T7g,G2
CHST4,S6T8g,G2
CHST4,S6T9g,G2
CHST6,S6T10g,G2
CHST6,S6T11g,G2
CHST6,S6T12g,G2
CHST6,S6T13g,G2
CHST6,S6T14g,G2
CHST6,S6T16g,G2
CHST6,S6T17g,G2
CHST6,S6T1g,G2
CHST6,S6T2g,G2
CHST6,S6T4g,G2
CHST6,S6T5g,G2
CHST6,S6T6g,G2
CHST6,S6T7g,G2
CHST6,S6T8g,G2
CHST6,S6T9g,G2
CHST7,S6T19g,G2
CHST7,S6T20g,G2
CHST7,S6T21g,G2
CHST7,S6T22g,G2
CHST7,S6T23g,G2
CHST7,S6T24g,G2
CHSY1,GALNACT2g,G2
CHSY1,GALNACT3g,G2
CHSY1,GALNACT4g,G2
CHSY1,GALNACT5g,G2
CHSY1,GLCAT2g,G2
CHSY1,GLCAT3g,G2
CHSY1,GLCAT4g,G2
CHSY1,GLCAT5g,G2
CHSY3,GALNACT2g,G2
CHSY3,GALNACT3g,G2
CHSY3,GALNACT4g,G2
CHSY3,GALNACT5g,G2
CHSY3,GLCAT2g,G2
CHSY3,GLCAT3g,G2
CHSY3,GLCAT4g,G2
CHSY3,GLCAT5g,G2
CKB,CKc,G2
CKM,CKc,G2
CKMT1B,CK,G2
CKMT2,CK,G2
CLC,LPASE,G2
CMAS,CMPSAS,G2
CMAS,CMPSASn,G2
CMPK1,CYTK1,G2
CMPK1,CYTK10,G2
CMPK1,CYTK10n,G2
CMPK1,CYTK11,G2
CMPK1,CYTK11n,G2
CMPK1,CYTK12,G2
CMPK1,CYTK12n,G2
CMPK1,CYTK13,G2
CMPK1,CYTK13n,G2
CMPK1,CYTK14,G2
CMPK1,CYTK14n,G2
CMPK1,CYTK1n,G2
CMPK1,CYTK2,G2
CMPK1,CYTK2n,G2
CMPK1,CYTK3n,G2
CMPK1,CYTK4n,G2
CMPK1,CYTK5,G2
CMPK1,CYTK5n,G2
CMPK1,CYTK6,G2
CMPK1,CYTK6n,G2
CMPK1,CYTK7,G2
CMPK1,CYTK7n,G2
CMPK1,CYTK8,G2
CMPK1,CYTK8n,G2
CMPK1,CYTK9,G2
CMPK1,CYTK9n,G2
CMPK1,UMPK,G2
CMPK1,UMPK2,G2
CMPK1,UMPK2n,G2
CMPK1,UMPK3,G2
CMPK1,UMPK3n,G2
CMPK1,UMPK4,G2
CMPK1,UMPK4n,G2
CMPK1,UMPK5,G2
CMPK1,UMPK5n,G2
CMPK1,UMPK6,G2
CMPK1,UMPK6n,G2
CMPK1,UMPK7,G2
CMPK1,UMPK7n,G2
CMPK1,UMPKn,G2
CNDP1,NBAHH_ir,G2
COASY,DPCOAK,G2
COASY,PTPAT,G2
COL4A3BP,CERT1gt,G2
COL4A3BP,CERT1rt,G2
COL4A3BP,CERT2gt,G2
COL4A3BP,CERT2rt,G2
COMTD1,SALMCOM,G2
COMTD1,SALMCOM2,G2
COQ2,HBZOPT10m,G2
COQ3,COQ3m,G2
COQ3,DHDPBMTm,G2
COQ7,COQ7m,G2
COX1,CYOOm3,G2
COX2,CYOOm3,G2
COX4I2,CYOOm3,G2
COX5B,CYOOm3,G2
COX6A1,CYOOm3,G2
COX6A2,CYOOm3,G2
COX6B1,CYOOm3,G2
COX6B2,CYOOm3,G2
COX6C,CYOOm3,G2
COX7A1,CYOOm3,G2
COX7A2,CYOOm3,G2
COX7A2L,CYOOm3,G2
COX7B,CYOOm3,G2
